UID,track,title,authors,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
IAAI-65,CHALLENGE,Empirical Best Practices on Using Product-Specific Schema.org,Mayank Kejriwal|Ravi Kiran Selvam|Chien-Chun Ni|Nicolas Torzec,"Schema.org has experienced high growth in recent years. Structured descriptions of products embedded in HTML pages are now not uncommon, especially on e-commerce websites. The Web Data Commons (WDC) project has extracted schema.org data at scale from webpages in the Common Crawl and made it available as an RDF `knowledge graph' at scale. The portion of this data that specifically describes products offers a golden opportunity for researchers and small companies to leverage it for analytics and downstream applications. Yet, because of the broad and expansive scope of  this data, it is not evident whether the data is usable in its raw form. In this paper, we do a detailed empirical study on the product-specific schema.org data made available by WDC. Rather than simple analysis, the goal of our study is to devise an empirically grounded set of best practices for using and consuming WDC product-specific schema.org data. Our studies reveal five best practices, each of which is justified by experimental data and analysis.",38951117,38951163,https://www.aaai.org/AAAI21Papers/IAAI-65.KejriwalM.pdf,5-Feb,,,,G,,IAAI-D2-C,C,2,knowledge,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-65
IAAI-73,DEPLOYED,Deeplite Neutrino ™: An End-to-End Framework for Constrained Deep Learning Model Optimization,Anush Sankaran|Olivier Mastropietro|Ehsan Saboori|Yasser Idris|Davis Sawyer|MohammadHossein AskariHemmat|Ghouthi Boukli Hacene,"Designing deep learning-based solutions is becoming a race for training deeper models with a greater number of layers. While a large-size deeper model could provide competitive accuracy, it creates a lot of logistical challenges and unreasonable resource requirements during development and deployment. This has been one of the key reasons for deep learning models not being excessively used in various production environments, especially in edge devices. There is an immediate requirement for optimizing and compressing these deep learning models, to enable on-device intelligence. In this research, we introduce a black-box framework, Deeplite Neutrino^{TM} for production-ready optimization of deep learning models. The framework provides an easy mechanism for the end-users to provide constraints such as a tolerable drop in accuracy or target size of the optimized models, to guide the whole optimization process. The framework is easy to include in an existing production pipeline and is available as a Python Package, supporting PyTorch and Tensorflow libraries. The optimization performance of the framework is shown across multiple benchmark datasets and popular deep learning models. Further, the framework is currently used in production and the results and testimonials from several clients are summarized.",38951118,38951164,https://www.aaai.org/AAAI21Papers/IAAI-73.SankaranA.pdf,6-Feb,,,,G,,IAAI-D3-A,A,2,AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-73
IAAI-74,EMERGING,Shape-Based Feature Engineering for Solar Flare Prediction,Varad Deshmukh|Thomas Berger|James Meiss|Elizabeth Bradley,"Solar flares are caused by magnetic eruptions in activeregions (ARs) on the surface of the sun.  These events can havesignificant impacts on human activity, many of which can be mitigatedwith enough advance warning from good forecasts.  To date, machinelearning-based flare-prediction methods have employed physics-basedattributes of the AR images as features; more recently, there has beensome work that uses features deduced automatically by deep learningmethods (such as convolutional neural networks).  We describe a suiteof novel shape-based features extracted from magnetogram images of theSun using the tools of computational topology and computationalgeometry.  We evaluate these features in the context of a multi-layerperceptron (MLP) neural network and compare their performance againstthe traditional physics-based attributes.  We show that these abstractshape-based features outperform the features chosen by the humanexperts, and that a combination of the two feature sets improves theforecasting capability even further.",38951119,38951165,https://www.aaai.org/AAAI21Papers/IAAI-74.DeshmukhV.pdf,4-Feb,,,,G,,IAAI-D1-A,A,1,aerospace,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-74
IAAI-76,EMERGING,Identification of Abnormal States in Videos of Ants Undergoing Social Phase Change,Taeyeong Choi|Benjamin Pyenson|Juergen Liebig|Theodore P. Pavlic,"Biology is both an important application area and a source of motivation for development of advanced machine learning techniques. Although much attention has been paid to large and complex data sets resulting from high-throughput sequencing, advances in high-quality video recording technology have begun to generate similarly rich data sets requiring sophisticated techniques from both computer vision and time-series analysis. Moreover, just as studying gene expression patterns in one organism can reveal general principles that apply to other organisms, the study of complex social interactions in an experimentally tractable model system, such as a laboratory ant colony, can provide general principles about the dynamics of other social groups. Here, we focus on one such example from the study of reproductive regulation in small laboratory colonies of more than 50 Harpegnathos ants. These ants can be artificially induced to begin a ~20 day process of hierarchy reformation. Although the conclusion of this process is conspicuous to a human observer, it remains unclear which behaviors during the transient period are contributing to the process. To address this issue, we explore the potential application of One-class Classification (OC) to the detection of abnormal states in ant colonies for which behavioral data is only available for the normal societal conditions during training. Specifically, we build upon the Deep Support Vector Data Description (DSVDD) and introduce the Inner-Outlier Generator (IO-GEN) that synthesizes fake “inner outlier” observations during training that are near the center of the DSVDD data description.We show that IO-GEN increases the reliability of the final OC classifier relative to other DSVDD baselines. This method can be used to screen video frames for which additional human observation is needed. Although we focus on an application with laboratory colonies of social insects, this approach may be applied to video data from other social systems to either better understand the causal factors behind social phase transitions or even to predict the onset of future transitions.",38951120,38951166,https://www.aaai.org/AAAI21Papers/IAAI-76.ChoiT.pdf,6-Feb,,,,G,,IAAI-D3-B,B,2,bioscience,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-76
IAAI-77,EMERGING,"Where There's Smoke, There's Fire: Wildfire Risk Predictive Modeling via Historical Climate Data",Shahrzad Gholami|Narendran Kodandapani|Jane Wang|Juan M. Lavista Ferres,"Wildfire is a growing global crisis with devastating consequences. Uncontrolled wildfires take away human lives, destroy millions of animals and trees, degrade the air quality, impact the biodiversity of the planet and cause substantial economic costs. It is incredibly challenging to predict the spatio-temporal likelihood of wildfires based on historical data, due to their stochastic nature. Crucially though, the accurate and reliable prediction of wildfires can help the stakeholders and decision-makers take timely, strategic and effective actions to prevent, detect and suppress the wildfires before they become unmanageable. Unfortunately, most previous studies developed predictive models that suffer from some shortcomings: (i) they do not take the temporal aspects into account precisely and they assume the independent and identically distributed random variables in the evaluation phase; (ii) they do not evaluate their approaches comprehensively, thus it is not clear if their proposed predictions and selected models are reliable across different locations and time steps for practical deployment; and (iii) for the supervised learning models, they use predictor features and fire observations from the same time step in the training phase, which makes the inference task infeasible for future fire prediction. In this paper, we revisit the wildfire predictive modeling, explore the inherent challenges from a practical perspective and evaluate our modeling approach comprehensively via historical burned areas, climate and geospatial data from three vast landscapes in India.",38951121,38951167,https://www.aaai.org/AAAI21Papers/IAAI-77.GholamiS.pdf,6-Feb,,,,G,,IAAI-D3-B,B,3,bioscience,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-77
IAAI-84,DEPLOYED,Comparison Lift: Bandit-Based Experimentation System for Online Advertising,Tong Geng| Xiliang Lin|Harikesh S. Nair|Jun Hao|Bin Xiang|Shurui Fan,"Comparison Lift is an experimentation-as-a-service (EaaS) application for testing online advertising audiences and creatives at JD.com. Unlike many other EaaS tools that focus primarily on fixed sample A/B testing, Comparison Lift deploys a custom bandit-based experimentation algorithm. The advantages of the bandit-based approach are two-fold. First, it aligns the randomization induced in the test with the advertiser’s goals from testing. Second, by adapting experimental design to information acquired during the test, it reduces substantially the cost of experimentation to the advertiser. Since launch in May 2019, Comparison Lift has been utilized in over 1,500 experiments. We estimate that utilization of the product has helped increase click-through rates of participating advertising campaigns by 46% on average. We estimate that the adaptive design in the product has generated 27% more clicks on average during testing compared to a fixed sample A/B design. Both suggest significant value generation and cost savings to advertisers from the product.",38951122,38951168,https://www.aaai.org/AAAI21Papers/IAAI-84.GengT.pdf,4-Feb,,,,G,,IAAI-D1-C,C,1,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-84
IAAI-87,EMERGING,Reinforcement Learning-Based Product Delivery Frequency Control,Yang Liu|Zhengxing Chen|Kittipat Virochsiri|Juan Wang|Jiahao Wu|Feng Liang,"Frequency control is an important problem in modern recommender systems. It dictates the delivery frequency of recommendations to maintain product quality and efficiency. For example, the frequency of delivering promotional notifications impacts daily metrics as well as the infrastructure resource consumption (e.g. CPU and memory usage). There remain open questions on what objective we should optimize to represent business values in the long term best, and how we should balance between daily metrics and resource consumption in a dynamically fluctuating environment. We propose a personalized methodology for the frequency control problem, which combines long-term value optimization using reinforcement learning (RL) with a robust volume control technique we termed ""Effective Factor"". We demonstrate statistically significant improvement in daily metrics and resource efficiency by our method in several notification applications at a scale of billions of users. To our best knowledge, our study represents the first deep RL application on the frequency control problem at such an industrial scale.",38951123,38951169,https://www.aaai.org/AAAI21Papers/IAAI-87.LiuY.pdf,4-Feb,,,,G,,IAAI-D1-B,B,1,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-87
IAAI-89,DEPLOYED,Robust PDF Document Conversion Using Recurrent Neural Networks,Nikolaos Livathinos|Cesar Berrospi|Maksym Lysak|Viktor Kuropiatnyk|Ahmed Nassar|Andre Carvalho|Michele Dolfi|Christoph Auer|Kasper Dinkla|Peter W. J. Staar,"The number of published PDF documents in both the academic and commercial world has increased exponentially in recent decades. There is a growing need to make their rich content discoverable to information retrieval tools. Achieving high-quality semantic searches demands that a document's structural components such as title, section headers, paragraphs, (nested) lists, tables and figures (including their captions) are properly identified. Unfortunately, the PDF format is known to not conserve such structural information because it simply represents a document as a stream of low-level printing commands, in which one or more characters are placed in a bounding box with a particular styling. In this paper, we present a novel approach to document structure recovery in PDF using recurrent neural networks to process the low-level PDF data representation directly, instead of relying on a visual re-interpretation of the rendered PDF page, as has been proposed in previous literature. We demonstrate how a sequence of PDF printing commands can be used as input into a neural network and how the network can learn to classify each printing command according to its structural function in the page. This approach has three advantages: First, it can distinguish among more fine-grained labels (typically 10-20 labels as opposed to 1-5 with visual methods), which results in a more accurate and detailed document structure resolution. Second, it can take into account the text flow across pages more naturally compared to visual methods because it can concatenate the printing commands of sequential pages. Last, our proposed method needs less memory and it is computationally less expensive than visual methods. This allows us to deploy such models in production environments at a much lower cost. Through extensive architectural search in combination with advanced feature engineering, we were able to implement a model that yields a weighted average F1 score of 97% across 17 distinct structural labels. The best model we achieved is currently served in production environments on our Corpus Conversion Service (CCS), which was presented at KDD18. This  model enhances the capabilities of CCS significantly, as it eliminates the  need for human annotated label ground-truth for every unseen document layout. This proved particularly useful when applied  to a huge corpus of PDF articles related to COVID-19.",38951124,38951170,https://www.aaai.org/AAAI21Papers/IAAI-89.LivathinosN.pdf,5-Feb,,,,G,,IAAI-D2-D,D,1,NLP,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-89
IAAI-92,DEPLOYED,Automated Reasoning and Learning for Automated Payroll Management,Sebastijan Dumancic|Wannes Meert|Stijn Goethals|Tim Stuyckens|Jelle Huygen|Koen Denies,"While payroll management is a crucial aspect of any business venture, anticipating the future financial impact of changes to the payroll policy is a challenging task due to the complexity of tax legislature. The goal of this work is to automatically explore potential payroll policies and find the optimal set of policies that satisfies the user's needs. To achieve this goal, we overcome two major challenges. First, we translate the tax legislative knowledge into a formal representation flexible enough to support a variety of scenarios in payroll calculations. Second, the legal knowledge is further compiled into a set of constraints from which a constraint solver can find the optimal policy. Furthermore, payroll computation is performed on the individual basis which might be expensive for companies with a large number of employees. To make the optimisation more efficient, we integrate it with a machine learning model that learns from the previous optimisation runs and speeds up the optimisation engine. The results of this work have been deployed by a social insurance fund.",38951125,38951171,https://www.aaai.org/AAAI21Papers/IAAI-92.DumancicS.pdf,4-Feb,,,,G,,IAAI-D1-C,C,2,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-92
IAAI-93,DEPLOYED,Tool for Automated Tax Coding of Invoices,Tarun Tater|Sampath Dechu|Neelamadhav Gantayat|Meena Guptha|Sivakumar Narayanan,"Accounts payable refer to the practice where organizations procure goods and services on credit which need to be reimbursed to the vendors in due time. Once the vendor raises an invoice, it undergoes through a complex process before the final payment. In this process, tax code determination is one of the most challenging steps, which determines the tax to be levied and directly influences the amount payable to a vendor. This step is also very important from a regulatory compliance standpoint. However, it is error-prone, labor (resource) intensive, and needs regular training of the resources as it is done manually. Further, an error in the tax code determination induces penalties on the organization. Automatically arriving at a tax-code for a given product accurately and efficiently is a daunting task. To address this problem, we present an automated end-to-end system for tax code determination which can either be used as a standalone application or can be integrated into an existing invoice processing workflow. The proposed system determines the most relevant tax code for an invoice using attributes such as item description, vendor details, shipping and delivery location. The system has been deployed in production for a multinational consumer goods company for more than 6 months. It has already processed more than 22k items with an accuracy of more than 94% and high confidence prediction accuracy of around 99.54%. Using this system, approximately 73% of all the invoices require no human intervention.",38951126,38951172,https://www.aaai.org/AAAI21Papers/IAAI-93.TaterT.pdf,4-Feb,,,,G,,IAAI-D1-C,C,3,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-93
IAAI-98,EMERGING,A Novel AI-Based Methodology for Identifying Cyber Attacks in Honey Pots,Muhammed AbuOdeh|Christian Adkins|Omid Setayeshfar|Prashant Doshi|Kyu H. Lee,"We present a novel AI-based methodology that identifies phases of a host-level cyber attack simply from system call logs. System calls emanating from cyber attacks on hosts such as honey pots are often recorded in audit logs. Our methodology first involves efficiently loading, caching, processing, and querying system events contained in audit logs in support of computer forensics. Output of queries remains at the system call level and is difficult to process. The next step is to infer a sequence of abstracted actions, which we colloquially call a storyline, from the system calls given as observations to a latent-state probabilistic model. These storylines are then accurately identified with class labels using a learned classifier. We qualitatively and quantitatively evaluate methods and models for each step of the methodology using 114 different attack phases collected by logging the attacks of a red team on a server, on some likely benign sequences containing regular user activities, and on traces from a recent DARPA project. The resulting end-to-end system, which we call Cyberian, identifies the attack phases with a high level of accuracy illustrating the benefit that this machine learning-based methodology brings to security forensics.",38951127,38951173,https://www.aaai.org/AAAI21Papers/IAAI-98.AbuodehM.pdf,4-Feb,,,,G,,IAAI-D1-D,D,1,security,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-98
IAAI-99,EMERGING,Carbon to Diamond: An Incident Remediation Assistant System from SiteReliability Engineers’ Conversations in Hybrid Cloud Operations,Suranjana Samanta|Ajay Gupta|Prateeti Mohapatra|Amar Prakash Azad,"Conversational channels are changing the landscape of hybrid cloud service management. These channels are becoming important avenues for Site Reliability Engineers (SREs) %Subject Matter Experts (SME) to collaboratively work together to resolve an incident or issue. Identifying segmented conversations and extracting key insights or artefacts from them can help engineers to improve the efficiency of the incident remediation process by using information retrieval mechanisms for similar  incidents.  However, it has been empirically observed that due to the semi-formal behavior of such conversations (human language) the conversations are very unique in nature and also contain domain-specific terms. %It is important to identify the correct keywords and artefacts like symptoms, issue etc., present in the conversation chats. In this paper, we build a framework that taps into the conversational channels and uses various learning methods to (1) understand and extract key artefacts from conversations like diagnostic steps and resolution actions taken and (2) present an approach to identify past conversations about similar issues. Experimental results on our dataset show the efficacy of the methods used in our proposed system.",38951128,38951174,https://www.aaai.org/AAAI21Papers/IAAI-99.SamantaS.pdf,6-Feb,,,,G,,IAAI-D3-D,D,4,IT,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-99
IAAI-100,DEPLOYED,An Automated Engineering Assistant: Learning Parsers for Technical Drawings,Dries Van Daele|Nicholas Decleyre|Herman Dubois|Wannes Meert,"Manufacturing companies rely on technical drawings to develop new designs or adapt designs to customer preferences. The database of historical and novel technical drawings thus represents the knowledge that is core to their operations. With current methods, however, utilizing these drawings is mostly a manual and time consuming effort. In this work, we present a software tool that knows how to interpret various parts of the drawing and can translate this information to allow for automatic reasoning and machine  learning  on top of such a large database of technical drawings. For example, to find erroneous designs, to learn about patterns present in successful designs, etc. To achieve this, we propose a method that automatically learns a parser capable of interpreting technical drawings, using only limited expert interaction. The proposed method makes use of both neural methods and symbolic  methods.  Neural methods to interpret visual images and recognize parts of two-dimensional drawings. Symbolic methods to deal with the relational structure and understand the data encapsulated in complex tables present in the technical drawing. Furthermore, the output can be used, for example, to build a similarity based search algorithm. We showcase one deployed tool that is used to help engineers find relevant, previous designs more easily as they can now query the database using a partial design instead of through limited and tedious keyword searches. A partial design can be a part of the two-dimensional  drawing, part of a table,  part of  the  contained textual information, or combinations thereof.",38951129,38951175,https://www.aaai.org/AAAI21Papers/IAAI-100.VanDaeleD.pdf,5-Feb,,,,G,,IAAI-D2-A,A,1,engineering,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-100
