UID,title,authors,track,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
AAAI-3066,Exploiting Sample Uncertainty for Domain Adaptive Person Re-Identification,Kecheng Zheng|Cuiling Lan|Wenjun Zeng|Zhizheng Zhang|Zheng-Jun Zha,Main Track,"	Many unsupervised domain adaptive (UDA)  person ReID approaches combine clustering-based pseudo-label prediction with feature fine-tuning. However, because of domain gap, the pseudo-labels are not always reliable and there are noisy/incorrect labels. This would mislead the feature representation learning and deteriorate the performance. In this paper, we propose to estimate and exploit the credibility of the assigned pseudo-label of each sample to alleviate the influence of noisy labels, by suppressing the contribution of noisy samples. We build our baseline framework using the mean teacher method together with an additional contrastive loss. We have observed that a sample with a wrong pseudo-label through clustering in general has a weaker consistency between the output of the mean teacher model and the student model. Based on this finding, we propose to exploit the uncertainty (measured by consistency levels) to evaluate the reliability of the pseudo-label of a sample and incorporate the uncertainty to re-weight its contribution within various ReID losses, including the ID classification loss per sample, the triplet loss, and the contrastive loss. Our uncertainty-guided optimization brings significant improvement and achieves the state-of-the-art performance on benchmark datasets.",38948254,38949910,https://www.aaai.org/AAAI21Papers/AAAI-3066.ZhengK.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,B,B,AC-D1-R2,F,3,Image and Video Retrieval,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3066
AAAI-3071,Knowledge-Enhanced Hierarchical Graph Transformer Network for Multi-Behavior Recommendation,Lianghao Xia|Chao Huang|Yong Xu|Peng Dai|Xiyue Zhang|Hongsheng Yang|Jian Pei|Liefeng Bo,Main Track,"Accurate user and item embedding learning is crucial for modern recommender systems. However, most existing recommendation techniques have thus far focused on modeling users' preferences over singular type of user-item interactions. Many practical recommendation scenarios involve multi-typed user interactive behaviors (e.g., page view, add-to-favorite and purchase), which presents unique challenges that cannot be handled by current recommendation solutions. In particular: i) complex inter-dependencies across different types of user behaviors; ii) the incorporation of knowledge-aware item relations into the multi-behavior recommendation framework; iii) dynamic characteristics of multi-typed user-item interactions. To tackle these challenges, this work proposes a Knowledge-Enhanced Hierarchical Graph Transformer Network (KHGT), to investigate multi-typed interactive patterns between users and items in recommender systems. Specifically, KHGT is build upon a graph-structured neural architecture to i) capture type-specific behavior semantics; ii) explicitly discriminate which types of user-item interactions are more important in assisting the forecasting task on the target behavior. Additionally, we further integrate the multi-modal graph attention layer with temporal encoding strategy, to empower the learned embeddings be reflective of both dedicated multiplex user-item and item-item collaborative relations, as well as the underlying interaction dynamics. Extensive experiments conducted on three real-world datasets show that KHGT consistently outperforms 15 state-of-the-art recommendation methods across various evaluation settings.",38948255,38949911,https://www.aaai.org/AAAI21Papers/AAAI-3071.XiaL.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,A,A,AC-D4-R1,B,7,Data Mining & Knowledge Management,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3071
AAAI-3084,Graph Game Embedding,Xiaobin Hong|Tong Zhang|Zhen Cui|Yuge Huang|Pengcheng Shen|Shaoxin Li|Jian Yang,Main Track,"Graph embedding aims to encode nodes/edges into low-dimensional continuous features, and has become a crucial tool for graph analysis including graph/node classification,  link prediction, etc. In this paper we propose a novel graph learning framework, named graph game embedding, to learn discriminative node representation as well as encode graph structures. Inspired by the spirit of game learning, node embedding is converted to the selection/searching process of player strategies, where each node corresponds to one player and each edge corresponds to the interaction of two players. Then, a utility function, which theoretically satisfies the Nash Equilibrium, is defined to measure the benefit/loss of players during graph evolution. Furthermore, a collaboration and competition mechanism is introduced to increase the discriminant learning ability. Under this graph game embedding framework, considering different interaction manners of nodes, we propose two specific models, named paired game embedding for paired nodes and group game embedding for group interaction. Comparing with existing graph embedding methods, our algorithm possesses two advantages: (1) the designed utility function ensures the stable graph evolution with theoretical convergence and Nash Equilibrium satisfaction; (2) the introduced collaboration and competition mechanism endows the graph game embedding framework with discriminative feature leaning ability by guiding each node to learn an optimal strategy distinguished from others. We test the proposed method on three public datasets about citation networks, and the experimental results verify the effectiveness of our method.",38948256,38949912,https://www.aaai.org/AAAI21Papers/AAAI-3084.HongX.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,D,D,BC-D4-R2,D,2,Graph-based Machine Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3084
AAAI-3085,Learning Omni-Frequency Region-Adaptive Representations for Real Image Super-Resolution,Xin Li|Xin Jin|Tao Yu|Simeng Sun|Yingxue Pang|Zhizheng Zhang|Zhibo Chen,Main Track,"Traditional single image super-resolution (SISR) methods that focus on solving single and uniform degradation (i.e., bicubic down-sampling), typically suffer from poor performance when applied into real-world low-resolution (LR) images due to the complicated realistic degradations. The key to solving this more challenging real image super-resolution (RealSR) problem lies in learning feature representations that are both informative and content-aware. In this paper, we propose a Omni-frequency Region-adaptive Network (OR-Net) to address both challenges, here we call features of all low, middle and high frequencies omni-frequency features. Specifically, we start from the frequency perspective and design a Frequency Decomposition (FD) module to separate different frequency components to comprehensively compensate the information lost for real LR image. Then, considering the different regions of real LR image have different frequency information lost, we further design a Region-adaptive Frequency Aggregation (RFA) module by leveraging dynamic convolution and spatial attention to adaptively restore frequency components for different regions. The extensive experiments endorse the high-efficient, effective, and scenario-agnostic nature of our OR-Net for RealSR.",38948257,38949913,https://www.aaai.org/AAAI21Papers/AAAI-3085.LiX.pdf,6-Feb,12:45AM-02:30AM,5-Feb,04:45PM-06:30PM,B,B,AC-D2-R2,K,2,Low Level & Physics-based Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3085
AAAI-3090,On Convergence of Gradient Expected Sarsa (lambda),Long Yang|Gang Zheng|Yu Zhang|Qian Zheng|Pengfei Li|Gang Pan,Main Track,"We study the convergence of $\mathtt{Expected~Sarsa}(\lambda)$ with linear function approximation.We show that applying the off-line estimate (multi-step bootstrapping) to $\mathtt{Expected~Sarsa}(\lambda)$ is unstable for off-policy learning.Furthermore, based on convex-concave saddle-point framework, we propose a convergent $\mathtt{Gradient~Expected~Sarsa}(\lambda)$ ($\mathtt{GES}(\lambda)$) algorithm.The theoretical analysis shows that our $\mathtt{GES}(\lambda)$ converges to the optimal solution at a linear convergence rate, which is comparable to extensive existing state-of-the-art gradient temporal difference learning algorithms.Furthermore, we develop a Lyapunov function technique to investigate how the step-size influences finite-time performance of $\mathtt{GES}(\lambda)$, such technique of Lyapunov function can be potentially generalized to other GTD algorithms.Finally, we conduct experiments to verify the effectiveness of our $\mathtt{GES}(\lambda)$.",38948258,38949914,https://www.aaai.org/AAAI21Papers/AAAI-3090.YangL.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,D,D,BC-D1-R2,G,3,Reinforcement Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3090
AAAI-3094,Visual Tracking via Hierarchical Deep Reinforcement Learning,Dawei Zhang|Zhonglong Zheng|Riheng Jia|Minglu Li,Main Track,"Visual tracking has achieved great progress due to numerous different algorithms. However, deep trackers based on classification or Siamese network still have their specific limitations. In this work, we show how to teach machines to track a generic object in videos like humans, who can use a few search steps to perform tracking. By constructing a Markov decision process in Deep Reinforcement Learning (DRL), our agents can learn to determine hierarchical decisions on tracking mode and motion estimation. To be specific, our Hierarchical DRL framework is composed of a Siamese-based observation network which models the motion information of an arbitrary target, a policy network for mode switch and an actor-critic network for box regression. This tracking strategy is more in line with human behavior paradigm, and is effective and efficient to cope with fast motion, background clutter and large deformations. Extensive experiments on the GOT-10k, OTB-100, UAV-123, VOT and LaSOT tracking benchmarks, demonstrate that the proposed tracker achieves state-of-the-art performance while running in real-time.",38948259,38949915,https://www.aaai.org/AAAI21Papers/AAAI-3094.ZhangD.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,B,B,AC-D4-R2,F,1,Video Understanding & Activity Analysis,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3094
AAAI-3110,Recognizing and Verifying Mathematical Equations Using Multiplicative Differential Neural Units,Ankur Mali|Alexander Ororbia|Daniel Kifer|C. Lee Giles,Main Track,"Automated mathematical reasoning is a challenging problem that requires an agent to learn algebraic patterns that contain long-range dependencies. Two particular tasks that test this type of reasoning are (1)mathematical equation verification,which requires determining whether trigonometric and linear algebraic statements are valid identities or not, and (2)equation completion, which entails filling in a blank within an expression to make it true. Solving these tasks with deep learning requires that the neural model learn how to manipulate and compose various algebraic symbols, carrying this ability over to previously unseen expressions. Artificial neural net-works, including recurrent networks and transformers, struggle  to  generalize  on  these  kinds  of  difficult  compositional problems,  often  exhibiting  poor  extrapolation  performance.In  contrast,  recursive  neural  networks  (recursive-NNs)  are,theoretically, capable of achieving better extrapolation due to their tree-like design but are very difficult to optimize as the depth  of  their  underlying  tree  structure  increases.  To  over-come this, we extend recursive-NNs to utilize multiplicative,higher-order synaptic connections and, furthermore, to learn to dynamically control and manipulate an external memory.We argue that this key modification gives the neural system the ability to capture powerful transition functions for each possible input. We demonstrate the effectiveness of our pro-posed higher-order, memory-augmented recursive-NN models on two challenging mathematical equation tasks, showing improved extrapolation, stable performance, and faster convergence. We show that our models achieve 1.53% average improvement over current state-of-the-art methods in equation verification and achieve 2.22% top-1 average accuracy and 2.96% top-5 average accuracy for equation completion.",38948260,38949916,https://www.aaai.org/AAAI21Papers/AAAI-3110.MaliA.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,A,A,AC-D4-R1,E,4,Applications,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3110
AAAI-3116,Rethinking Bi-Level Optimization in Neural Architecture Search: A Gibbs Sampling Perspective,Chao Xue|Xiaoxing Wang|Junchi Yan|Yonggang Hu|Xiaokang Yang|Kewei Sun,Main Track,"One-Shot architecture search, which aims to explore all possible operations jointly based on a single model, has been an active direction of Neural Architecture Search (NAS). As a well-known one-shot solution, Differentiable Architecture Search (DARTS) performs continuous relaxation on the architecture's importance and results in a bi-level optimization problem. However, as many recent studies have shown, DARTS cannot always work robustly for new tasks, which is mainly due to the approximate solution of the bi-level optimization. In this paper, one-shot neural architecture search is addressed by adopting a directed probabilistic graphical model to represent the joint probability distribution over data and model. Then, neural architectures are searched for and optimized by Gibbs sampling. We rethink the bi-level optimization problem as the task of Gibbs sampling from the posterior distribution, which expresses the preferences for different models given the observed dataset. We evaluate our proposed NAS method -- GibbsNAS on the search space used in DARTS/ENAS and the search space of NAS-Bench-201. Experimental results on multiple search space show the efficacy and stability of our approach. The source code is provided to facilitate reproducibility.",38948261,38949917,https://www.aaai.org/AAAI21Papers/AAAI-3116.XueC.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,B,B,AC-D4-R2,E,1,Neural Network Algorithms,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3116
AAAI-3129,EvaLDA: Efficient Evasion Attacks Towards Latent Dirichlet Allocation,Qi Zhou|Haipeng Chen|Zheng Yitao|Zhen Wang,Main Track,"As one of the most powerful topic models, Latent Dirichlet Allocation (LDA) has been used in a vast range of tasks, including document understanding, information retrieval and peer-reviewer assignment. Despite its tremendous popularity, the security of LDA has rarely been studied. This poses severe risks to security-critic tasks such as sentiment analysis and peer-reviewer assignment that are based on LDA. In this paper, we are interested in knowing whether LDA models are vulnerable to adversarial perturbations of benign document examples during inference time. We formalize the evasion attack to LDA models as a combinatorial optimization problem and propose a novel algorithm, EvaLDA to solve it. We show effectiveness of EvaLDA via extensive empirical evaluations. For instance, in the NIPS dataset, EvaLDA can averagely promote the ranking of a target topic from 10 to around 6 by only replacing 1% of the words with similar words in a victim document. Our work provides significant insights into the power and limitations of evasion attacks to LDA models.",38948262,38949918,https://www.aaai.org/AAAI21Papers/AAAI-3129.ZhouQ.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,C,C,BC-D1-R1,F,4,Ethics,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3129
AAAI-3135,AugSplicing: Synchronized Behavior Detection in Streaming Tensors,Jiabao Zhang|Shenghua Liu|Wenting Hou|Siddharth Bhatia|Huawei Shen|Wenjian Yu|Xueqi Cheng,Main Track,"How can we track synchronized behavior in a stream of time-stamped tuples, such as mobile devices installing and uninstalling applications in the lockstep, to boost their ranks in the app store? We model such tuples as entries in a streaming tensor, which augments attribute sizes in its modes over time. Synchronized behavior tends to form dense blocks (i.e.~subtensors) in such a tensor, signaling anomalous behavior or interesting communities. However, existing dense block detection methods are either based on a static tensor, or lack an efficient algorithm in a streaming setting.  Therefore, we propose a fast streaming algorithm, AUGSPLICING, which can detect the top dense blocks by incrementally splicing previously detection with the incoming ones in new tuples, avoiding re-runs over all the history data at every tracking time step. AUGSPLICING is based on a splicing condition that guides the algorithm (Section 4). Compared to the state-of-the-art methods, our method is (1) effective to detect fraudulent behavior in installing data of real-world apps, and find a synchronized group of students with interesting features in campus Wifi data; (2) robust with splicing theory for dense block detection; (3) streaming and faster than the existing streaming algorithm, with closely comparable accuracy.",38948263,38949919,https://www.aaai.org/AAAI21Papers/AAAI-3135.ZhangJ.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,C,C,BC-D4-R1,E,6,Data Mining & Knowledge Management,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3135
AAAI-3138,Amodal Segmentation Based on Visible Region Segmentation and Shape Prior,Yuting Xiao|Yanyu Xu|Ziming Zhong|Weixin Luo|Jiawei Li|Shenghua Gao,Main Track,"Almost all existing amodal segmentation methods make the inferences of occluded regions by using features corresponding to the whole image. This is against the human's amodal perception, where human uses the visible part and the shape prior knowledge of the target to infer the occluded region. To mimic the behavior of human and solve the ambiguity in the learning, we propose a framework, it firstly estimates a coarse visible mask and a coarse amodal mask. Then based on the coarse prediction, our model infers the amodal mask by concentrating on the visible region and utilizing the shape prior in the memory. In this way, features corresponding to background and occlusion can be suppressed for amodal mask estimation. Consequently, the amodal mask would not be affected by what the occlusion is given the same visible regions. The leverage of shape prior makes the amodal mask estimation more robust and reasonable. Our proposed model is evaluated on three datasets. Experiments show that our proposed model outperforms existing state-of-the-art methods. The visualization of shape prior indicates that the category-specific feature in the codebook has certain interpretability.",38948264,38949920,https://www.aaai.org/AAAI21Papers/AAAI-3138.XiaoY.pdf,7-Feb,12:45AM-02:30AM,6-Feb,04:45PM-06:30PM,B,B,AC-D3-R2,G,4,Scene Analysis & Understanding,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3138
AAAI-3154,SCNet: Training Inference Sample Consistency for Instance Segmentation,Thang Van Vu|Haeyong Kang|Chang D. Yoo,Main Track,"Cascaded architectures have brought significant performance improvement in object detection and instance segmentation. However, there are lingering issues regarding the disparity in the Intersection-over-Union (IoU) distribution of the samples between training and inference. This disparity can potentially exacerbate detection accuracy. This paper proposes an architecture referred to as Sample Consistency Network (SCNet) to ensure that the IoU distribution of the samples at training time is close to that at inference time. Furthermore, SCNet incorporates feature relay and utilizes global contextual information to further reinforce the reciprocal relationships among classifying, detecting, and segmenting sub-tasks. Extensive experiments on the standard COCO dataset reveal the effectiveness of the proposed method over multiple evaluation metrics, including box AP, mask AP, and inference speed. In particular, while running 38\% faster, the proposed SCNet improves the AP of the box and mask predictions by respectively 1.3 and 2.3 points compared to the strong Cascade Mask R-CNN baseline. Code is available at https://github.com/thangvubk/SCNet.",38948265,38949921,https://www.aaai.org/AAAI21Papers/AAAI-3154.VuT.pdf,5-Feb,12:45AM-02:30AM,4-Feb,08:45AM-10:30AM,D,B,AB-D1-R2,J,4,Object Detection & Categorization,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3154
AAAI-3163,Re-TACRED: Addressing Shortcomings of the TACRED Dataset,George I Stoica|Emmanouil Antonios Platanios|Barnabas Poczos,Main Track,"TACRED is one of the largest and most widely used sentence-level relation extraction datasets. Proposed models that are evaluated using this dataset consistently set new state-of-the-art performance. However, they still exhibit large error rates despite leveraging external knowledge and unsupervised pretraining on large text corpora. A recent study suggested that this may be due to poor dataset quality. The study observed that over 50% of the most challenging sentences from the development and test sets are incorrectly labeled and account for an average drop of 8% f1-score in model performance. However, this study was limited to a small biased sample of 5k (out of a total of 106k) sentences, substantially restricting the generalizability and broader implications of their findings. In this paper, we address these shortcomings by: (i) performing a comprehensive study over the whole TACRED dataset, (ii) proposing an improved crowd-sourcing strategy and deploying it to re-annotate the whole dataset, and (iii) performing a thorough analysis to understand how correcting TACRED affects previously published results. After verification, we observe that 22.1% of TACRED labels are incorrect. Moreover, evaluating several models on our revised dataset yields an average f1-score improvement of 13% and also helps uncover stronger relationships between the different models (rather than simply offsetting or scaling their scores by a constant factor). Finally, aside from our analysis we also release Re-TACRED, a new and completely re-annotated version of the TACRED dataset that can be used to perform reliable evaluation of relation extraction models.",38948266,38949922,https://www.aaai.org/AAAI21Papers/AAAI-3163.StoicaG.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,K,4,Information Extraction,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3163
AAAI-3167,ActionBert: Leveraging User Actions for Semantic Understanding of User Interfaces,Zecheng He|Srinivas Sunkara|Xiaoxue Zang|Ying Xu|Lijuan Liu|Nevan Wichers|Gabriel Schubiner|Ruby Lee|Jindong Chen,Main Track,"As mobile devices are becoming ubiquitous, regularly interacting with a variety of user interfaces (UIs) is a common aspect of daily life for many people. To improve the accessibility of these devices and to enable their usage in a variety of settings, building models that can assist users and accomplish tasks through the UI is vitally important. However, there are several challenges to achieve this. First, UI components of similar appearance can have different functionalities, making understanding their function more important than just analyzing their appearance. Second, domain-specific features like Document Object Model (DOM) in web pages and View Hierarchy (VH) in mobile applications provide important signals about the semantics of UI elements, but these features are not in a natural language format. Third, owing to a large diversity in UIs and absence of standard DOM or VH representations, building a UI understanding model with high coverage requires large amounts of training data. Inspired by the success of pre-training based approaches in NLP for tackling a variety of problems in a data-efficient way, we introduce a new pre-trained UI representation model called ActionBert. Our methodology is designed to leverage visual, linguistic and domain-specific features in user interaction traces to pre-train generic feature representations of UIs and their components. Our key intuition is that user actions, e.g., a sequence of clicks on different UI components, reveals important information about their functionality. We evaluate the proposed model on a wide variety of downstream tasks, ranging from icon classification to UI component retrieval based on its natural language description. Experiments show that the proposed ActionBert model outperforms multi-modal baselines across all downstream tasks by up to 15.5%.",38948267,38949923,https://www.aaai.org/AAAI21Papers/AAAI-3167.HeZ.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,C,C,BC-D3-R1,E,7,Humans and AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3167
AAAI-3177,Joint Color-Irrelevant Consistency Learning and Identity-Aware Modality Adaptation for Visible-Infrared Cross Modality Person Re-Identification,Zhiwei Zhao|Bin Liu|Qi Chu|Yan Lu|Nenghai Yu,Main Track,"Visible-infrared cross modality person re-identification (VI-ReID) is a core but challenging technology in the 24-hours intelligent surveillance system. How to eliminate the large modality gap lies in the heart of VI-ReID. Conventionalmethods mainly focus on directly aligning the heterogeneous modalities into the same space. However, due to the unbalanced color information between the visible and infrared images, the features of visible images tend to overfit the clothing color information, which would be harmful to the modality alignment. Besides, these methods mainly align the heterogeneous feature distributions in dataset-level while ignoring the valuable identity information, which may cause the feature misalignment of some identities and weaken the discrimination of features. To tackle above problems, we propose a novel approach for VI-ReID. It learns the color-irrelevant features through the color-irrelevant consistency learning (CICL) and aligns the identity-level feature distributions by the identity-aware modality adaptation (IAMA). The CICL and IAMA are integrated into a joint learning framework and can promote each other. Extensive experiments on two popular datasets SYSU-MM01 and RegDB demonstrate the superiority and effectiveness of our approach against the state-of-the-art methods.",38948268,38949924,https://www.aaai.org/AAAI21Papers/AAAI-3177.ZhaoZ.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,B,B,AC-D4-R2,J,5,Multi-modal Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3177
AAAI-3182,Cold-Start Sequential Recommendation via Meta Learner,Yujia Zheng|Siyi Liu|Zekun Li|Shu Wu,Main Track,"This paper explores meta-learning in sequential recommendation to alleviate the item cold-start problem. Sequential recommendation aims to capture user's dynamic preferences based on historical behavior sequences and acts as a key component of most online recommendation scenarios. However, most previous methods have trouble recommending cold-start items, which are prevalent in those scenarios. As there is generally no side information in sequential recommendation task, previous cold-start methods could not be applied when only user-item interactions are available. Thus, we propose a Meta-learning-based Cold-Start Sequential Recommendation Framework, namely Mecos, to mitigate the item cold-start problem in sequential recommendation. This task is non-trivial as it targets at an important problem in a novel and challenging context. Mecos effectively extracts user preference from limited interactions and learns to match the target cold-start item with the potential user. Besides, our framework can be painlessly integrated with neural network-based models. Extensive experiments conducted on three real-world datasets verify the superiority of Mecos, with the average improvement up to 99%, 91%, and 70% in HR@10 over state-of-the-art baseline methods.",38948269,38949925,https://www.aaai.org/AAAI21Papers/AAAI-3182.ZhengY.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,C,C,BC-D4-R1,D,1,Recommender Systems & Collaborative Filtering,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3182
AAAI-3193,Adaptive Prior-Dependent Correction Enhanced Reinforcement Learning for Natural Language Generation,Wei Cheng|Ziyan Luo|Qiyue Yin,Main Track,"Natural language generation (NLG) is an important task with various applications like neural machine translation (NMT) and image captioning. Since deep-learning-based methods have issues of exposure bias and loss inconsistency, reinforcement learning (RL) is widely adopted in NLG tasks recently. But most RL-based methods ignore the deviation ignorance issue, which means the model fails to understand the extent of token-level deviation well. It leads to semantic incorrectness and hampers the agent to perform well. To address the issue, we propose a technique called adaptive prior-dependent correction (APDC) to enhance RL. It leverages the distribution generated by computing the distances between the ground truth and all other words to correct the agent's stochastic policy. Additionally, some techniques on RL are explored to coordinate RL with APDC, which requires a reward estimation at every time step. We find that the RL-based NLG tasks are a special case in RL, where the state transition is deterministic and the afterstate value equals the Q-value at every time step. To utilize such prior knowledge, we estimate the advantage function with the difference of the Q-values which can be estimated by Monte Carlo rollouts. Experiments show that, on three tasks of NLG (NMT, image captioning, abstractive text summarization), our method consistently outperforms the state-of-the-art RL-based approaches on different frequently-used metrics. ",38948270,38949926,https://www.aaai.org/AAAI21Papers/AAAI-3193.ChengW.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,C,3,Generation,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3193
AAAI-3196,The Importance of Modeling Data Missingness in Algorithmic Fairness: A Causal Perspective,Naman Goel|Alfonso Amayuelas|Amit Deshpande|Amit Sharma,Main Track,"Training datasets for machine learning often have some form of missingness. For example, to learn a model for deciding whom to give a loan, the available training data includes individuals who were given a loan in the past, but not those who were not. This missingness, if ignored, nullifies any fairness guarantee of the training procedure when the model is deployed. Using causal graphs, we characterize the missingness mechanisms in different real-world scenarios. We show conditions under which various distributions, used in popular fairness algorithms, can or can not be recovered from the training data. Our theoretical results imply that many of these algorithms can not guarantee fairness in practice. Modeling missingness also helps to identify correct design principles for fair algorithms. For example, in multi-stage settings where decisions are made in multiple screening rounds, we use our framework to derive the minimal distributions required to design a fair algorithm. Our proposed algorithm also decentralizes the decision-making process and still achieves similar performance to the optimal algorithm that requires centralization and non-recoverable distributions.",38948271,38949927,https://www.aaai.org/AAAI21Papers/AAAI-3196.GoelN.pdf,5-Feb,12:45AM-02:30AM,4-Feb,08:45AM-10:30AM,C,A,AB-D1-R1,F,8,Philosophy and Ethics of AI session,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3196
AAAI-3197,Learning Local Neighboring Structure for Robust 3D Shape Representation,Zhongpai Gao|Junchi Yan|Guangtao Zhai|Juyong Zhang|Yiyan Yang|Xiaokang Yang,Main Track,"Mesh is a powerful data structure for 3D shapes. Representation learning for 3D meshes is important in many computer vision and graphics applications. The recent success of convolutional neural networks (CNNs) for structured data (e.g., images) suggests the value of adapting insight from CNN for 3D shapes. However, 3D shape data are irregular since each node's neighbors are unordered. Various graph neural networks for 3D shapes have been developed with isotropic filters or predefined local coordinate systems to overcome the node inconsistency on graphs. However, isotropic filters or predefined local coordinate systems limit the representation power. In this paper, we propose a local structure-aware anisotropic convolutional operation (LSA-Conv) that learns adaptive weighting matrices for each node according to the local neighboring structure and performs shared anisotropic filters. In fact, the learnable weighting matrix is similar to the attention matrix in random synthesizer -- a new Transformer model for natural language processing (NLP). Comprehensive experiments demonstrate that our model produces significant improvement in 3D shape reconstruction compared to state-of-the-art methods.",38948272,38949928,https://www.aaai.org/AAAI21Papers/AAAI-3197.GaoZ.pdf,6-Feb,12:45AM-02:30AM,5-Feb,04:45PM-06:30PM,B,B,AC-D2-R2,H,3,3D Computer Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3197
AAAI-3200,Deep Partial Rank Aggregation for Personalized Attributes,Qianqian Xu|Zhiyong Yang|Zuyao Chen|Yangbangyan Jiang|Xiaochun Cao|Yuan Yao|Qingming Huang,Main Track,"In this paper, we study the problem of how to aggregate pairwise personalized attributes (PA)  annotations (Shoes A is more comfortable than B) from different annotators on the crowdsourcing platforms, which is an emerging topic gaining increasing attention in recent years. Given the crowdsourced annotations, the majority of the traditional literature assumes that all the pairs in the collected dataset are distinguishable. However, this assumption is incompatible with how humans perceive attributes since indistinguishable pairs are ubiquitous for the annotators due to the limitation of human perception. To tackle this problem, we propose a novel deep prediction model that could simultaneously detect the indistinguishable pairs and aggregate ranking results for distinguishable pairs. First of all, we represent the pairwise annotations as a multi-graph. Based on such data structure, we propose an end-to-end partial ranking model which consists of a deep backbone architecture and a probabilistic model that captures the generative process of the partial rank annotations. Specifically, to recognize the indistinguishable pairs, the probabilistic model we proposed is equipped with an adaptive perception threshold, where indistinguishable pairs could be automatically detected when the absolute value of the score difference is below the learned threshold. In our empirical studies, we perform a series of experiments on three real-world datasets: LFW-10, Shoes, and Sun. The corresponding results consistently show the superiority of our proposed model.",38948273,38949929,https://www.aaai.org/AAAI21Papers/AAAI-3200.XuQ.pdf,7-Feb,12:45AM-02:30AM,6-Feb,04:45PM-06:30PM,A,A,AC-D3-R1,F,1,Applications,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3200
AAAI-3203,SSD-GAN: Measuring the Realness in the Spatial and Spectral Domains,Yuanqi Chen|Ge Li|Cece Jin|Shan Liu|Thomas H Li,Main Track,"This paper observes that there is an issue of high frequencies missing in the discriminator of standard GAN, and we reveal it stems from downsampling layers employed in the network architecture. This issue makes the generator lack the incentive from the discriminator to learn high-frequency content of data, resulting in a significant spectrum discrepancy between generated images and real images. Since the Fourier transform is a bijective mapping, we argue that reducing this spectrum discrepancy would boost the performance of GANs. To this end, we introduce SSD-GAN, an enhancement of GANs to alleviate the spectral information loss in the discriminator. Specifically, we propose to embed a frequency-aware classifier into the discriminator to measure the realness of the input in both the spatial and spectral domains. With the enhanced discriminator, the generator of SSD-GAN is encouraged to learn high-frequency content of real data and generate exact details. The proposed method is general and can be easily integrated into most existing GANs framework without excessive cost. The effectiveness of SSD-GAN is validated on various network architectures, objective functions, and datasets.",38948274,38949930,https://www.aaai.org/AAAI21Papers/AAAI-3203.ChenY.pdf,7-Feb,12:45AM-02:30AM,6-Feb,04:45PM-06:30PM,B,B,AC-D3-R2,F,3,"Computational Photography, Image & Video Synthesis",http://widget1.virtualchair.net/custom/aaai/jump?paperId=3203
