UID,track,title,authors,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
AISI-3631,AI for Social Impact,Combining Machine Learning & Reasoning for Biodiversity Data Intelligence,Atriya Sen|Beckett Sterner|Nico Franz|Caleb Powel|Nathan Upham,"The current crisis in global natural resource management makes it imperative that we better leverage the vast data sources associated with taxonomic entities (such as recognized species of plants and animals), which are known collectively as biodiversity data. However, these data pose considerable challenges for artificial intelligence: while growing rapidly in volume, they remain highly incomplete for many taxonomic groups, often show conflicting signals from different sources, and are multi-modal and therefore constantly changing in structure. In this paper, we motivate, describe, and present a novel workflow combining machine learning and automated reasoning, to discover patterns of taxonomic identity and change - i.e. “taxonomic intelligence” - leading to scalable and broadly impactful AI solutions within the bio-data realm.",38951037,38951077,https://www.aaai.org/AAAI21Papers/AISI-3631.SenA.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,J,4,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3631
AISI-3750,AI for Social Impact,Harnessing Social Media to Identify Homeless Youth At-Risk of Substance Use,Zi-Yi Dou|Anamika Barman-Adhikari|Fei Fang|Amulya Yadav,"Homeless youths are a highly vulnerable population and report highly elevated rates of substance use. Prior work on mitigating substance use among homeless youth has primarily relied on survey data to get information about substance use among homeless youth, which can then be used to inform the design of targeted intervention programs. However, such survey data is often onerous to collect, is limited by its reliance on self-reports and retrospective recall, and quickly becomes dated. The advent of social media has provided us with an important data source for understanding the health behaviors of homeless youth. In this paper, we target this specific population and demonstrate how to detect substance use based on texts from social media. We collect $\sim$135K Facebook posts and comments together with survey responses from a group of homeless youth and use this data to build novel substance use detection systems with machine learning and natural language processing techniques. Experimental results show that our proposed methods achieve ROC-AUC scores of up to 0.77 on identifying certain kinds of substance use among homeless youth using Facebook conversations only and up to 0.8 when combined with answers to 4 survey questions that are not about their demographic characteristics or substance use. Furthermore, we investigate connections between the characteristics of people's Facebook posts and substance use and provide insights about the problem.",38951038,38951078,https://www.aaai.org/AAAI21Papers/AISI-3750.DouZY.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,K,6,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3750
AISI-3785,AI for Social Impact,Intelligent Recommendations for Citizen Science,Kobi Gal|Guy Shani|Avi Segal|Darlene Cavalier|Daniel Ben Zaken,"Citizen science  refers to scientific research that is carried out by volunteers, often in collaboration with professional scientists. The spread of the internet has   allowed volunteers to contribute to Citizen Science projects in  dramatically new ways. For example, SciStarter, our partners in the project, is an online portal that offers more than  3,000 affiliate projects and recruits volunteers through media and other organizations, bringing citizen science to people.  Given the sheer size of available projects, finding the right project, which best suits the user preferences and capabilities, has become a major challenge and is essential for keeping volunteers motivated and active contributors. This paper  addresses this challenge by developing a system for personalizing  project recommendations in the SciStarter ecosystem. We adapted several recommendation algorithms to the citizen science domain from the literature based on collaborative filtering and matrix factorization.  The algorithms were trained on historical data of users' interactions in SciStarter as well as their contributions to different projects. The trained algorithms were deployed in   SciStarter in a study    involving hundreds of users who were  provided with personalized recommendations for   projects they had not contributed to before. Volunteers were randomly divided into different cohorts, which varied the recommendation algorithm that was used to generate suggested projects. The results show that using the new recommendation system  led people to contribute to  new projects that they had never tried before and  led to increased participation in SciStarter projects when compared to   cohort groups that were recommended the most popular projects, or did not receive recommendations.   In particular, the cohort of volunteers receiving recommendations created by an SVD algorithm (matrix factorization) exhibited the highest levels of contributions to new projects, when compared to the other cohorts.  A follow-up survey conducted with the SciStarter community confirms that users were  satisfied with the recommendation tool and claimed that the recommendations  matched their personal interests and goals. Based on the positive results, our recommendation system is now fully integrated in the   SciStarter portal, positively affecting hundreds of users each week.  The research has transformed how SciStarter helps projects recruit and support participants and better respond to their needs.",38951039,38951079,https://www.aaai.org/AAAI21Papers/AISI-3785.DayanN.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,B,5,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3785
AISI-3849,AI for Social Impact,Graph Learning for Inverse Landscape Genetics,Prathamesh Dharangutte|Christopher Musco,"The problem of inferring unknown graph edges from numerical data at a graph's nodes appears in many forms across machine learning. We study a version of this problem that arises in the field of landscape genetics, where genetic similarity between organisms living in a heterogeneous landscape is explained by a weighted graph that encodes the ease of dispersal through that landscape.Our main contribution is an efficient algorithm for inverse landscape genetics, which is the task of inferring this graph from measurements of genetic similarity at different locations (graph nodes). Inverse landscape genetics is important in discovering impediments to species dispersal that threaten biodiversity and long-term species survival. In particular, it is widely used to study the effects of climate change and human development. Drawing on influential work that models organism dispersal using graph effective resistances (McRae 2006), we reduce the inverse landscape genetics problem to that of inferring graph edges from noisy measurements of these resistances, which can be obtained from genetic similarity data. Building on the NeurIPS 2018 work of Hoskins et al. (2018) on learning edges in social networks, we develop an efficient first-order optimization method for solving this problem. Despite its non-convex nature, experiments on synthetic and real genetic data establish that our method provides fast and reliable convergence, significantly outperforming existing heuristics used in the field.By providing researchers with a powerful, general purpose algorithmic tool, we hope our work will have a positive impact on accelerating work on landscape genetics.",38951040,38951080,https://www.aaai.org/AAAI21Papers/AISI-3849.DharangutteP.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,J,3,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=3849
AISI-4304,AI for Social Impact,Predicting Forest Fire Using Remote Sensing Data and Machine Learning,Suwei Yang|Massimo Lupascu|Kuldeep S Meel,"Over the last few decades, deforestation and climate change have caused increasing number of forest fires. In SoutheastAsia, Indonesia has been the most affected country by tropical peatland forest fires. These fires have a significant impact on the climate resulting in extensive health, social and economic issues. Existing forest fire prediction systems, such as the Canadian Forest Fire Danger Rating System, are based on handcrafted features and require installation and maintenance of expensive instruments on the ground, which can be a challenge for developing countries such as Indonesia. We propose a novel, cost-effective, machine-learning based approach that uses remote sensing data to predict forest fires in Indonesia.Our prediction model achieves more than 0.81 area under the receiver operator characteristic (ROC) curve, performing significantly better than the baseline approach which never exceeds  0.70  area  under  ROC  curve  on  the  same  tasks.  Our model’s performance remained above 0.81 area under ROC curve  even  when  evaluated  with  reduced  data.  The  results support  our  claim  that  machine  learning  based  approaches can  lead  to  reliable  and  cost-effective  forest  fire  prediction systems.",38951041,38951081,https://www.aaai.org/AAAI21Papers/AISI-4304.YangS.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,A,1,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=4304
AISI-4906,AI for Social Impact,Dual-Mandate Patrols: Multi-Armed Bandits for Green Security,Lily Xu|Elizabeth Bondi|Fei Fang|Andrew Perrault|Kai Wang|Milind Tambe,"Conservation efforts in green security domains to protect wildlife and forests are constrained by the limited availability of defenders (i.e., patrollers), who must patrol vast areas to protect from attackers (e.g., poachers or illegal loggers). Defenders must choose how much time to spend in each region of the protected area, balancing exploration of infrequently visited regions and exploitation of known hotspots. We formulate the problem as a stochastic multi-armed bandit, where each action represents a patrol strategy, enabling us to guarantee the rate of convergence of the patrolling policy. However, a naive bandit approach would compromise short-term performance for long-term optimality, resulting in animals poached and forests destroyed. To speed up performance, we leverage smoothness in the reward function and decomposability of actions. We show a synergy between Lipschitz-continuity and decomposition as each aids the convergence of the other. In doing so, we bridge the gap between combinatorial and Lipschitz bandits, presenting a no-regret approach that tightens existing guarantees while optimizing for short-term performance. We demonstrate that our algorithm, LIZARD, improves performance on real-world poaching data from Cambodia.",38951042,38951082,https://www.aaai.org/AAAI21Papers/AISI-4906.XuL.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,J,8,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=4906
AISI-5196,AI for Social Impact,Goten: GPU-Outsourcing Trusted Execution of Neural Network Training and Prediction,Lucien K.L. Ng|Sherman S. M. Chow|Pui Yung Anna Woo|Yongjun Zhao,"Deep learning unlocks applications with societal impacts, e.g., detecting child exploitation imagery and genomic analysis of rare diseases. Deployment, however, needs compliance with stringent privacy regulations. Training algorithms that preserve the privacy of training data are in pressing need.Purely-cryptographic approaches, relying on two or more non-colluding servers for efficiency (CCS'19, NDSS'20, PETS'21), are still costly, having latency increases with the size of the finite field they operate over. Seemingly ``trivial'' operations in plaintext quickly become prohibitively inefficient when a series of them are ``crypto-processed,'' e.g., (dynamic) quantization for ensuring the intermediate values would not overflow in the finite field.Recently, Slalom (Tramer--Boneh, ICLR'19) is proposed as the first solution that leverages both GPU (for efficient batch computation) and a trusted execution environment (TEE) (for minimizing the use of cryptography). Roughly, it works by a lot of pre-computation over known and fixed weights, and hence it only supports private inference. Five related problems for private training are explicitly left unaddressed.Goten, our privacy-preserving training and prediction framework, tackles all five problems simultaneously via our careful design over the ``mismatched'' cryptographic and GPU data types (due to the tension between precision and efficiency) and our round-optimal GPU-outsourcing protocol. It 1) stochastically trains a low-bitwidth model (ICML'19) that is accurate enough,2) supports dynamic quantization (a challenge left by Slalom), 3) minimizes the memory-swapping overhead (cf., EuroSys'17, ATC'19)of the memory-limited TEE and its communication with the GPU,4) crypto-protects the (dynamic) model weight from untrusted GPU,and 5) outperforms a pure-TEE system, even without pre-computation (needed by Slalom).Notably, we tailor-made secure primitives for common frameworks such as Caffe (MM'14). Compared to a pure-TEE system, Goten can speed up the whole VGG11 by 6.84x. Compared to Falcon's (PETS'21), the state-of-the-art, Goten outperforms by 132.64x for VGG11. Goten also demonstrates its efficacy in training models for breast cancer diagnosis (IDC), a privacy-sensitive task.",38951043,38951083,https://www.aaai.org/AAAI21Papers/AISI-5196.NgL.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,B,2,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=5196
AISI-5504,AI for Social Impact,Detection and Prediction of Nutrient Deficiency Stress Using Longitudinal Aerial Imagery,Saba Dadsetan|Gisele Rose|Naira Hovakimyan|Jennifer Hobbs,"Early, precise detection of nutrient deficiency stress (NDS) has key economic as well as environmental impact; precision application of chemicals in place of blanket application reduces operational costs for the growers while reducing the amount of chemicals which may enter the environment unnecessarily.  Furthermore, earlier treatment reduces the amount of loss and therefore boosts crop production during a given season.  With this in mind, we collect sequences of high-resolution aerial imagery and construct semantic segmentation models to detect and predict NDS across the field.  Our work sits at the intersection of agriculture, remote sensing, and modern computer vision and deep learning.  First, we establish a baseline for full-field detection of NDS and quantify the impact of pretraining, backbone architecture, input representation, and sampling strategy.  We then quantify the amount of information available at different points in the season by building a single-timestamp model based on a UNet.  Next, we construct our proposed spatiotemporal architecture, which combines a UNet with a convolutional LSTM layer, to accurately detect regions of the field showing NDS; this approach has an impressive IOU score of 0.53.  Finally, we show that this architecture can be trained to predict regions of the field which are expected to show NDS in a later flight -potentially more than three weeks in the future- maintaining an IOU score of 0.47-0.51 depending on how far in advance the prediction is made.  We will also release a dataset which we believe will benefit the computer vision, remote sensing, as well as agriculture fields.  This work contributes to the recent developments in deep learning for remote sensing and agriculture, while addressing a key social challenge with implications for economics and sustainability.  ",38951044,38951084,https://www.aaai.org/AAAI21Papers/AISI-5504.DadsetanS.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,J,5,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=5504
AISI-5972,AI for Social Impact,HOT-VAE: Learning High-Order Label Correlation for Multi-LabelClassification via Attention-Based Variational Autoencoders,Wenting Zhao|Shufeng Kong|Junwen Bai|Daniel Fink|Carla P Gomes,"Understanding how environmental characteristics affect biodiversity patterns, from individual species to communities of species, is critical for mitigating effects of global change. A central goal for conservation planning and monitoring is the ability to accurately predict the occurrence of species communities and how these communities change over space and time. This in turn leads to a challenging and long-standing problem in the field of computer science - how to perform accurate multi-label classification with hundreds of labels? The key challenge of this problem is its exponential-sized output space with regards to the number of labels to be predicted. Therefore, it is essential to facilitate the learning process by exploiting correlations (or dependency) among labels. Previous methods mostly focus on modelling the correlation on label pairs; however, complex relations between real-world objects often go beyond second order. In this paper, we propose a novel framework for multi-label classification, High-order Tie-in Variational Autoencoder (HOT-VAE), which performs adaptive high-order label correlation learning. We experimentally verify that our model outperforms the existing state-of-the-art approaches on a bird distribution dataset on both conventional F1 scores and a variety of ecological metrics. To show our method is general, we also perform empirical analysis on seven other public real-world datasets in several application domains, and Hot-VAE exhibits superior performance to previous methods.",38951045,38951085,https://www.aaai.org/AAAI21Papers/AISI-5972.ZhaoW.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,J,7,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=5972
AISI-6126,AI for Social Impact,Clinical Trial of an AI-Augmented Intervention for HIV Prevention in Youth Experiencing Homelessness,Bryan Wilder|Laura Onasch-Vera|Graham Diguiseppi|Robin Petering|Chyna Hill|Amulya Yadav|Eric Rice|Milind Tambe,"Youth experiencing homelessness (YEH) are subject to substantially greater risk of HIV infection, compounded both by their lack of access to stable housing and the disproportionate representation of youth of marginalized racial, ethnic, and gender identity groups among YEH. A key goal for health equity is to improve adoption of protective behaviors in this population. One promising strategy for intervention is to recruit peer leaders from the population of YEH to promote behaviors such as condom usage and regular HIV testing to their social contacts. This raises a computational question: which youth should be selected as peer leaders to maximize the overall impact of the intervention? We developed an artificial intelligence system to optimize such social network interventions in a community health setting. We conducted a clinical trial enrolling 713 YEH at drop-in centers in a large US city. The clinical trial compared interventions planned with the algorithm to those where the highest-degree nodes in the youths' social network were recruited as peer leaders (the standard method in public health) and to an observation-only control group. Results from the clinical trial show that youth in the AI group experience statistically significant reductions in key risk behaviors for HIV transmission, while those in the other groups do not. This provides, to our knowledge, the first empirical validation of the usage of AI methods to optimize social network interventions for health. We conclude by discussing lessons learned over the course of the project which may inform future attempts to use AI in community-level interventions.",38951046,38951086,https://www.aaai.org/AAAI21Papers/AISI-6126.WilderB.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,J,2,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6126
AISI-6172,AI for Social Impact,Joint Incentive Optimization of Customer and Merchant in Mobile Payment Marketing,Li Yu|Zhengwei Wu|Ziqi Liu|Zhiqiang Zhang|Jinjie Gu|Xiaodong Zeng|Lihong Gu|Tianchi Cai,"In the mobile Internet era, \emph{mobile payment service} becomes the foundation of inclusive finance, which brings convenience and security to people.Various marketing strategies are designed to encourage mobile payment activities by allocating incentives such as coupons or commissions to customers or merchants.We summary two significant issues.First, there is a phenomenon of mutual influence between merchants and customers, i.e., \emph{bipartite influence} issue, thus making the independent optimization of customers and merchants non-optimal. Second, the redemptions of coupons are partially observed, as we can only observe that the customer redeems the coupon or not at a specific incentive value,  but cannot observe that at other incentive value, i.e., \emph{data censorship} issue.In this paper, we propose a novel joint incentive optimization framework to address the above two issues. We propose to use a graph neural network to represent customers and merchants jointly by modeling the underlying bipartite influences.We then formulate the response model under the hazard regression setting and model the hazard rate with a piecewise nonlinear function to capture the changes of responses to different incentive values.Finally, we propose a linear programming method to allocate approximated optimal incentive values to customers and merchants in real-time. Extensive offline and online experimental results demonstrate the effectiveness of our proposed approach.",38951047,38951087,https://www.aaai.org/AAAI21Papers/AISI-6172.YuL.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,K,5,AI for Social Impact,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6172
